"snapshot_id","contract_number","decision","expiration_extended_test","status_test","expiration_passed_test","tracs_overall_expiration_date","previous_expiration_date","time_diff","contract_term_months_qty","tracs_status_name","previous_status"
"c2009-02","MI28R000010","no change","no change","no change","no change","2012-08-21 00:00:00","2012-08-21 00:00:00","00:00:00",5,"Active              ","Active"
"c2011-09","MI28R000010","no change","no change","no change","no change","2012-08-21 00:00:00","2012-08-21 00:00:00","00:00:00",5,"Active              ","Active"
"c2013-09","MI28R000010","in","extended","no change","no change","2032-08-21 00:00:00","2012-08-21 00:00:00","7305 days",240,"Active              ","Active"
"c2014-10","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2014-11","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-03","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-04","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-05","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-10","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-11","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2015-12","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-01","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-04","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-05","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-08","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2016-09","MI28R000010","no change","no change","no change","no change","2032-08-21 00:00:00","2032-08-21 00:00:00","00:00:00",240,"Active              ","Active"
"c2003-06","MI33H150046","first","first","first","ok","2020-12-30 00:00:00","","",480,"Active              ",""
"c2005-01","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-07","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-02","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-04","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-07","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-09","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-01","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-02","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-07","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-09","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2007-12","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2008-03","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2009-02","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2011-09","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2013-09","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2014-10","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2014-11","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-03","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-04","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-10","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-11","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2015-12","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-01","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-04","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-05","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-08","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2016-09","MI33H150046","no change","no change","no change","no change","2020-12-30 00:00:00","2020-12-30 00:00:00","00:00:00",480,"Active              ","Active"
"c2003-06","MI33H150058","first","first","first","ok","2021-03-14 00:00:00","","",480,"Active              ",""
"c2005-01","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-05","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
"c2005-07","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-02","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-04","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
"c2006-05","MI33H150058","no change","no change","no change","no change","2021-03-14 00:00:00","2021-03-14 00:00:00","00:00:00",480,"Active              ","Active"
